提拉	ti~la
一桶衣服	yi~tong~yi~fu
一听	yi~ting
一条消息	yi~tiao~xiao~xi
一条命	yi~tiao~ming
一天又一天	yi~tian~you~yi~tian
一天班	yi~tian~ban
一体化	yi~ti~hua
一体奥	yi~ti~ao
一体按	yi~ti~an
一提这事	yi~ti~zhe~shi
一疼	yi~teng
一岁多	yi~sui~duo
一生气	yi~sheng~qi
一商班	yi~shang~ban
一扇门	yi~shan~men
一人一个	yi~ren~yi~ge
一球	yi~qiu
一切都是	yi~qie~du~shi
一千块钱	yi~qian~kuai~qian
一千的嗯	yi~qian~de~嗯
一起吗	yi~qi~ma
一片空白	yi~pian~kong~bai
一屁股债	yi~pi~gu~zhai
一排	yi~pai
一年了	yi~nian~le
一年多了	yi~nian~duo~le
一年的	yi~nian~de
一年半	yi~nian~ban
一男扮女装	yi~nan~ban~nv~zhuang
一抹你	yi~mo~ni
一米七	yi~mi~qi
一米六几	yi~mi~liu~ji
一眉道人	yi~mei~dao~ren
一摞	yi~luo
一落千丈	yi~luo~qian~zhang
一聊天	yi~liao~tian
一两天天	yi~liang~tian~tian
一两句	yi~liang~ju
一类人	yi~lei~ren
一颗心	yi~ke~xin
一看可少	yi~kan~ke~shao
一进屋	yi~jin~wu
一进卡给	yi~jin~qia~gei
一紧张	yi~jin~zhang
一贱人	yi~jian~ren
一件事情	yi~jian~shi~qing
一间房	yi~jian~fang
一会再	yi~hui~zai
一会就来临	yi~hui~jiu~lai~lin
一会就	yi~hui~jiu
一环	yi~huan
一花一世界	yi~hua~yi~shi~jie
一壶酒	yi~hu~jiu
一哼	yi~heng
一鼓作气	yi~gu~zuo~qi
一公寓	yi~gong~yu
一个月前	yi~ge~yue~qian
一个月了	yi~ge~yue~le
一个血淋淋	yi~ge~xie~lin~lin
一个卧室	yi~ge~wo~shi
一个帅哥	yi~ge~shuai~ge
一个什么	yi~ge~shi~yao
一个人的夜	yi~ge~ren~de~ye
一个人啊	yi~ge~ren~a
一个热巴	yi~ge~re~ba
一个缺	yi~ge~que
一个女孩	yi~ge~nv~hai
一个你	yi~ge~ni
一个理由	yi~ge~li~you
一个了	yi~ge~le
一个客人伽	yi~ge~ke~ren~qie
一个个的	yi~ge~ge~de
一个东西	yi~ge~dong~xi
一个大写	yi~ge~da~xie
一个不是才	yi~ge~bu~shi~cai
一个吧	yi~ge~ba
一概而论	yi~gai~er~lun
一概	yi~gai
一副一	yi~fu~yi
一朵花	yi~duo~hua
一顿饭	yi~dun~fan
一段时间呢	yi~duan~shi~jian~ni
一段时间了	yi~duan~shi~jian~le
一度嗯	yi~du~嗯
一定一定	yi~ding~yi~ding
一定是假的	yi~ding~shi~jia~de
一点钟	yi~dian~zhong
一点也不	yi~dian~ye~bu
一点都不	yi~dian~du~bu
一点点陷入	yi~dian~dian~xian~ru
一地啊哪然	yi~di~a~na~ran
一等奖	yi~deng~jiang
一带一路	yi~dai~yi~lu
一大稍	yi~da~shao
一大群	yi~da~qun
一村	yi~cun
一次到歉	yi~ci~dao~qian
一吹一做	yi~chui~yi~zuo
一床	yi~chuang
一吃劲	yi~chi~jing
一场空	yi~chang~kong
一颤	yi~zhan
一部剧	yi~bu~ju
一并	yi~bing
一遍一遍	yi~bian~yi~bian
一边吃	yi~bian~chi
一本正经	yi~ben~zheng~jing
一棒货	yi~bang~huo
一般是	yi~ban~shi
一般人	yi~ban~ren
一般都	yi~ban~du
一般大	yi~ban~da
一百四	yi~bai~si
一百六	yi~bai~liu
一百块钱的	yi~bai~kuai~qian~de
一百块钱	yi~bai~kuai~qian
一百块	yi~bai~kuai
一百多万	yi~bai~duo~wan
一把火	yi~ba~huo
一爱	yi~ai
腋窝	yi~wo
夜夜宠	ye~ye~chong
夜魔先生	ye~mo~xian~sheng
夜郎自大	ye~lang~zi~da
夜玖月	ye~jiu~yue
夜间	ye~jian
夜店	ye~dian
夜闯	ye~chuang
夜场	ye~chang
夜泊	ye~bo
页面特效	ye~mian~te~xiao
叶子奇	ye~zi~qi
叶垚彬	ye~yao~bin
叶双	ye~shuang
叶群	ye~qun
叶青	ye~qing
叶尔加瓦	ye~er~jia~wa
业余球队	ye~yu~qiu~dui
业余	ye~yu
业务部	ye~wu~bu
业了吗	ye~le~ma
野梦	ye~meng
野蛮女	ye~man~nv
也走了	ye~zou~le
也转	ye~zhuan
也只能	ye~zhi~neng
也真是嘴了	ye~zhen~shi~zui~le
也占	ye~zhan
也早点睡	ye~zao~dian~shui
也再问	ye~zai~wen
也远	ye~yuan
也要来	ye~yao~lai
也要点	ye~yao~dian
也秀	ye~xiu
也下架	ye~xia~jia
也问	ye~wen
也为	ye~wei
也挺	ye~ting
也算本事	ye~suan~ben~shi
也说	ye~shuo
也睡	ye~shui
也是哦	ye~shi~e
也是的	ye~shi~de
也热	ye~re
也七国	ye~qi~guo
也能变	ye~neng~bian
也南野是	ye~nan~ye~shi
也拿	ye~na
也没啥	ye~mei~sha
也没人	ye~mei~ren
也没看	ye~mei~kan
也没接	ye~mei~jie
也没关系	ye~mei~guan~xi
也没多少少	ye~mei~duo~shao~shao
也老高	ye~lao~gao
也来了	ye~lai~le
也来到了	ye~lai~dao~le
也快	ye~kuai
也可用	ye~ke~yong
也看	ye~kan
也卡	ye~qia
也好听	ye~hao~ting
也行啊	ye~xing~a
也还有	ye~huan~you
也还要	ye~huan~yao
也古柏	ye~gu~bai
也改高	ye~gai~gao
也都	ye~du
也得下	ye~de~xia
也得	ye~de
也出去	ye~chu~qu
也吃了	ye~chi~le
也差	ye~cha
也不再波兰	ye~bu~zai~bo~lan
也不有	ye~bu~you
也不已	ye~bu~yi
也不一样	ye~bu~yi~yang
也不信	ye~bu~xin
也不噷	ye~bu~xin
也不说	ye~bu~shuo
也不近嗯	ye~bu~jin~嗯
也不好耍	ye~bu~hao~shua
也不打	ye~bu~da
爷们儿	ye~men~er
耶稣爱上我	ye~su~ai~shang~wo
耶克	ye~ke
要走了	yao~zou~le
要注意	yao~zhu~yi
要住	yao~zhu
要正	yao~zheng
要这么	yao~zhe~yao
要者	yao~zhe
要怎么弄呀	yao~zen~yao~nong~ya
要造反	yao~zao~fan
要用钱	yao~yong~qian
要养	yao~yang
要训练	yao~xun~lian
要歇清明	yao~xie~qing~ming
要向你	yao~xiang~ni
要先去	yao~xian~qu
要我说	yao~wo~shuo
要我吗	yao~wo~ma
要送	yao~song
要死要活	yao~si~yao~huo
要顺要发	yao~shun~yao~fa
要睡觉了	yao~shui~jue~le
要输水	yao~shu~shui
要是有人	yao~shi~you~ren
要上班了	yao~shang~ban~le
要伤心	yao~shang~xin
要让	yao~rang
要去睡觉	yao~qu~shui~jue
要求太高	yao~qiu~tai~gao
要求吗	yao~qiu~ma
要气死	yao~qi~si
要命了	yao~ming~le
要明年	yao~ming~nian
要没得	yao~mei~de
要买吗	yao~mai~ma
要留低	yao~liu~di
要蜡	yao~la
要哭	yao~ku
要扣	yao~kou
要靠你	yao~kao~ni
要开会	yao~kai~hui
要接触	yao~jie~hong
要教程	yao~jiao~cheng
要减肥	yao~jian~fei
要记得	yao~ji~de
要几个	yao~ji~ge
要回去	yao~hui~qu
要好些	yao~hao~xie
要过来	yao~guo~lai
要挂历	yao~gua~li
要跟你	yao~gen~ni
要咯好好	yao~ge~hao~hao
要咯殿内了	yao~ge~dian~nei~le
要干嘛了	yao~gan~ma~le
要付钱	yao~fu~qian
要发旧	yao~fa~jiu
要发大财	yao~fa~da~cai
要多吃	yao~duo~chi
要独立	yao~du~li
要掉	yao~diao
要等老师	yao~deng~lao~shi
要得不	yao~de~bu
要打死	yao~da~si
要冲	yao~chong
要吃饭了	yao~chi~fan~le
要不咋办	yao~bu~zha~ban
要不杂的	yao~bu~za~de
要不要一起	yao~bu~yao~yi~qi
要不要试试	yao~bu~yao~shi~shi
要不要得	yao~bu~yao~de
要不雅奥	yao~bu~ya~ao
要不我们	yao~bu~wo~men
要不开	yao~bu~kai
要不借	yao~bu~jie
要编	yao~bian
要背呀	yao~bei~ya
要抱抱	yao~bao~bao
要帮	yao~bang
要办	yao~ban
要搬寝室	yao~ban~qin~shi
要把你	yao~ba~ni
药神	yao~shen
药品	yao~pin
药流	yao~liu
咬我啊	yao~wo~a
咬手绢	yao~shou~juan
咬后	yao~hou
遥远的桥	yao~yuan~de~qiao
遥远的	yao~yuan~de
摇摇混混晃	yao~yao~hun~hun~huang
摇摇晃晃	yao~yao~huang~huang
摇头摆脑	yao~tou~bai~nao
摇啊摇	yao~a~yao
姚明去世	yao~ming~qu~shi
姚晨	yao~chen
邀我进刚	yao~wo~jin~gang
腰酸	yao~suan
腰配	yao~pei
腰玲子	yao~ling~zi
腰间盘	yao~jian~pan
腰间	yao~jian
腰背	yao~bei
妖篇	yao~pian
妖魔	yao~mo
幺爸爹	yao~ba~die
样儿	yang~er
样板房	yang~ban~fang
氧炔吹管	yang~gui~chui~guan
氧化钠	yang~hua~na
氧化钙	yang~hua~gai
养蟹	yang~xie
养生堂	yang~sheng~tang
养生会馆	yang~sheng~hui~guan
养肾	yang~shen
养乐多	yang~le~duo
养老	yang~lao
养孩子	yang~hai~zi
养大	yang~da
养标志	yang~biao~zhi
仰赖	yang~lai
洋娃娃	yang~wa~wa
洋甘菊	yang~gan~ju
杨枝甘露	yang~zhi~gan~lu
杨温柔	yang~wen~rou
杨铁心	yang~tie~xin
杨涛	yang~tao
杨松	yang~song
杨淑涵	yang~shu~han
杨荣	yang~rong
杨倩	yang~qian
杨浦区	yang~pu~qu
杨浦	yang~pu
杨丽萍	yang~li~ping
杨乐乐	yang~le~le
杨豆豆	yang~dou~dou
杨春雨	yang~chun~yu
杨斌啊	yang~bin~a
杨斌	yang~bin
阳阳一品跟	yang~yang~yi~pin~gen
阳县	yang~xian
阳朔	yang~shuo
阳泉市	yang~quan~shi
羊皮	yang~pi
羊毛衫	yang~mao~shan
羊惊悚	yang~liang~song
羊癫风	yang~dian~feng
扬琴	yang~qin
扬科	yang~ke
央空	yang~kong
燕山	yan~shan
燕妮	yan~ni
燕麦牛奶	yan~mai~niu~nai
燕家	yan~jia
燕佳名	yan~jia~ming
燕国	yan~guo
雁塔区	yan~ta~qu
验证消息	yan~zheng~xiao~xi
宴会厅	yan~hui~ting
宴会	yan~hui
宴	yan
艳心	yan~xin
艳势番	yan~shi~fan
艳军	yan~jun
艳	yan
厌倦	yan~juan
演员的诞生	yan~yuan~de~dan~sheng
演练	yan~lian
演剧了	yan~ju~le
演讲稿	yan~jiang~gao
眼珠子	yan~zhu~zi
眼影彩盘	yan~ying~cai~pan
眼训	yan~xun
眼镜了	yan~jing~le
眼镜店	yan~jing~dian
眼都挣不开	yan~du~zheng~bu~kai
眼底	yan~di
眼大肚子小	yan~da~du~zi~xiao
眼边	yan~bian
颜值爆表	yan~zhi~bao~biao
颜如	yan~ru
颜面扫地	yan~mian~sao~di
研发部	yan~fa~bu
沿着	yan~zhao
炎之灵	yan~zhi~ling
岩误	yan~wu
妍冉	yan~ran
严重的	yan~zhong~de
严严实实	yan~yan~shi~shi
严防灯下黑	yan~fang~deng~xia~hei
严打	yan~da
严	yan
闫科	yan~ke
延禧宫	yan~xi~gong
延嬉攻略	yan~xi~gong~lve
延庆县	yan~qing~xian
延陵	yan~ling
延吉	yan~ji
延后	yan~hou
延安路	yan~an~lu
腌腊	yan~la
腌的芹菜叶	yan~de~qin~cai~ye
淹了	yan~le
烟雨朦朦	yan~yu~meng~meng
烟瘾	yan~yin
烟铜	yan~tong
烟火剂	yan~huo~ji
烟盒	yan~he
烟还	yan~huan
烟斗	yan~dou
烟袋斜街	yan~dai~xie~jie
烟大	yan~da
咽喉炎	yan~hou~yan
咽喉	yan~hou
呀呀国	ya~ya~guo
呀凤勒	ya~feng~le
呀嗯我	ya~嗯~wo
亚文	ya~wen
亚敏	ya~min
亚凤	ya~feng
亚德呃	ya~de~e
雅顺	ya~shun
雅士利	ya~shi~li
雅林	ya~lin
雅利安人	ya~li~an~ren
哑舍	ya~she
哑了	ya~le
哑	ya
牙菌斑	ya~jun~ban
鸭嘴	ya~zui
鸭绿江	ya~lv~jiang
压制	ya~zhi
压一些	ya~yi~xie
压压襟	ya~ya~jin
压箱	ya~xiang
压条	ya~tiao
压缩我	ya~suo~wo
压死人	ya~si~ren
压力了	ya~li~le
压花	ya~hua
压低	ya~di
压车	ya~che
殉情	xun~qing
逊尼派	xun~ni~pai
训养	xun~yang
训我	xun~wo
训龙师	xun~long~shi
训练不	xun~lian~bu
训了	xun~le
循环系统	xun~huan~xi~tong
寻衅滋事	xun~xin~zi~shi
寻衅	xun~xin
寻我吗	xun~wo~ma
寻死觅活	xun~si~mi~huo
寻人启事	xun~ren~qi~shi
寻不到	xun~bu~dao
血中	xie~zhong
血栓	xie~shuan
血色大地	xie~se~da~di
血清	xie~qing
血泡	xie~pao
血嫁衣	xie~jia~yi
雪鹰	xue~ying
雪一样	xue~yi~yang
雪雁	xue~yan
雪流成河	xue~liu~cheng~he
雪岭雄风	xue~ling~xiong~feng
雪岭	xue~ling
雪灵	xue~ling
雪花裤	xue~hua~ku
雪蛤	xue~ha
雪佛兰	xue~fo~lan
雪地鞋	xue~di~xie
雪的饿的	xue~de~e~de
雪场	xue~chang
学着做	xue~zhao~zuo
学院路	xue~yuan~lu
学院简介	xue~yuan~jian~jie
学校里点	xue~xiao~li~dian
学习做孩	xue~xi~zuo~hai
学习桌	xue~xi~zhuo
学习了吗	xue~xi~le~ma
学习进步	xue~xi~jin~bu
学习辅导	xue~xi~fu~dao
学徒	xue~tu
学生党校	xue~sheng~dang~xiao
学神姐姐	xue~shen~jie~jie
学前教育	xue~qian~jiao~yu
学年	xue~nian
学门	xue~men
学理发	xue~li~fa
学了	xue~le
学孔	xue~kong
学会活动	xue~hui~huo~dong
学过的	xue~guo~de
学狗叫	xue~gou~jiao
学府景苑	xue~fu~jing~yuan
学而思	xue~er~si
学点	xue~dian
学成	xue~cheng
学车的	xue~che~de
学步车	xue~bu~che
学不进去	xue~bu~jin~qu
学不到	xue~bu~dao
学案	xue~an
穴居野处	xue~ju~ye~chu
绚丽	xuan~li
癣疥之疾	xian~jie~zhi~ji
选者	xuan~zhe
选择性	xuan~ze~xing
选完了	xuan~wan~le
选什么	xuan~shi~yao
选啥	xuan~sha
选没选	xuan~mei~xuan
选了	xuan~le
选举	xuan~ju
选不了	xuan~bu~le
悬了	xuan~le
煊赫	xuan~he
萱大	xuan~da
萱宝	xuan~bao
宣言	xuan~yan
宣泄	xuan~xie
宣威	xuan~wei
宣传部	xuan~chuan~bu
轩然大波	xuan~ran~da~bo
絮状	xu~zhuang
絮叨儿	xu~tao~er
续火花了	xu~huo~hua~le
叙事诗	xu~shi~shi
叙旧	xu~jiu
序言	xu~yan
序列	xu~lie
旭日东升	xu~ri~dong~sheng
旭哥	xu~ge
栩影	xu~ying
许仙	xu~xian
许晴	xu~qing
许靖	xu~jing
许丹	xu~dan
徐宇璐	xu~yu~lu
徐雅婷	xu~ya~ting
徐其耀	xu~qi~yao
徐娜	xu~nuo
徐美	xu~mei
徐老师	xu~lao~shi
徐家汇	xu~jia~hui
徐家	xu~jia
徐汇区	xu~hui~qu
徐汉明	xu~han~ming
徐冠华	xu~guan~hua
徐得	xu~de
需要浪漫	xu~yao~lang~man
虚心	xu~xin
虚线	xu~xian
虚荣	xu~rong
虚拟语气	xu~ni~yu~qi
虚汗	xu~han
溴化钠	xiu~hua~na
嗅觉	xiu~jue
嗅到了	xiu~dao~le
绣得	xiu~de
秀气	xiu~qi
秀萍	xiu~ping
秀个恩爱	xiu~ge~en~ai
秀儿啊	xiu~er~a
宿舍了	su~she~le
修仙人	xiu~xian~ren
修完脚	xiu~wan~jiao
修脚	xiu~jiao
修机	xiu~ji
修行	xiu~xing
修辞	xiu~ci
修不修	xiu~bu~xiu
休一天	xiu~yi~tian
休息啦	xiu~xi~la
休息吧	xiu~xi~ba
休息啊	xiu~xi~a
休眠	xiu~mian
休不休	xiu~bu~xiu
熊梓器	xiong~zi~qi
熊延彤	xiong~yan~tong
熊童	xiong~tong
熊包	xiong~bao
胸针	xiong~zhen
胸前	xiong~qian
兄控	xiong~kong
兄弟团	xiong~di~tuan
兄弟们	xiong~di~men
姓朱	xing~zhu
姓徐	xing~xu
姓	xing
性骚扰	xing~sao~rao
性能参数	xing~neng~can~shu
性价比高	xing~jia~bi~gao
性感女郎	xing~gan~nv~lang
幸免于	xing~mian~yu
幸亏	xing~yu
幸福之路	xing~fu~zhi~lu
幸福感	xing~fu~gan
幸福的旅程	xing~fu~de~lv~cheng
幸福的	xing~fu~de
幸福爱人	xing~fu~ai~ren
幸存者	xing~cun~zhe
杏儿	xing~er
兴四方	xing~si~fang
兴隆	xing~long
兴高采烈	xing~gao~cai~lie
兴	xing
型枕	xing~zhen
形象设计	xing~xiang~she~ji
形体课	xing~ti~ke
形似	xing~si
形而下	xing~er~xia
刑满释放	xing~man~shi~fang
刑满	xing~man
刑警队	xing~jing~dui
星族	xing~zu
星象仪	xing~xiang~yi
星纹	xing~wen
星盘	xing~pan
星光大道	xing~guang~da~dao
信誉楼	xin~yu~lou
信用社	xin~yong~she
信用度	xin~yong~du
信邪	xin~xie
信息系	xin~xi~xi
信息的欻第	xin~xi~de~xu~di
信你个鬼	xin~ni~ge~gui
信报箱	xin~bao~xiang
薪酬	xin~chou
新作品	xin~zuo~pin
新注册	xin~zhu~ce
新站	xin~zhan
新咏股	xin~yong~gu
新消息	xin~xiao~xi
新闻学	xin~wen~xue
新晚报	xin~wan~bao
新手机号	xin~shou~ji~hao
新射	xin~she
新群	xin~qun
新求精	xin~qiu~jing
新平台	xin~ping~tai
新鹏	xin~peng
新盘	xin~pan
新农村乡	xin~nong~cun~xiang
新农	xin~nong
新年快	xin~nian~kuai
新年到	xin~nian~dao
新玛特	xin~ma~te
新建的	xin~jian~de
新惠	xin~hui
新华路	xin~hua~lu
新风	xin~feng
新都	xin~du
新蛋	xin~dan
新单	xin~dan
新春武王	xin~chun~wu~wang
新出的	xin~chu~de
新潮	xin~chao
新白娘子	xin~bai~niang~zi
新白	xin~bai
辛运	xin~yun
辛苦你	xin~ku~ni
辛苦啦	xin~ku~la
辛苦啊	xin~ku~a
辛口乡	xin~kou~xiang
辛哈	xin~ha
心中狭窄	xin~zhong~xia~zhai
心有所属	xin~you~suo~shu
心也	xin~ye
心窝	xin~wo
心痛定	xin~tong~ding
心疼死了	xin~teng~si~le
心堂	xin~tang
心锁	xin~suo
心然	xin~ran
心趣	xin~qu
心情去	xin~qing~qu
心平气和	xin~ping~qi~he
心灵手巧	xin~ling~shou~qiao
心灵感悟	xin~ling~gan~wu
心理罪	xin~li~zui
心理医生	xin~li~yi~sheng
心理学家	xin~li~xue~jia
心里有数	xin~li~you~shu
心里美	xin~li~mei
心慌慌	xin~huang~huang
心狠手辣	xin~hen~shou~la
心好痛	xin~hao~tong
心粉	xin~fen
心得体会	xin~de~ti~hui
心安理得	xin~an~li~de
蟹黄味	xie~huang~wei
蟹黄	xie~huang
谢谢着	xie~xie~zhao
谢谢亲爱的	xie~xie~qin~ai~de
谢谢舅舅	xie~xie~jiu~jiu
谢谢胡总	xie~xie~hu~zong
谢谢各位	xie~xie~ge~wei
谢谢感谢着	xie~xie~gan~xie~zhao
谢谢二姨	xie~xie~er~yi
谢谢额	xie~xie~e
谢谢大姨	xie~xie~da~yi
谢谢爸	xie~xie~ba
谢贤	xie~xian
谢我吧	xie~wo~ba
谢帖蜜蜂	xie~tie~mi~feng
谢啥啊	xie~sha~a
谢良明	xie~liang~ming
谢借	xie~jie
卸好命	xie~hao~ming
卸掉	xie~diao
卸车	xie~che
泻	xie
写作者	xie~zuo~zhe
写作有	xie~zuo~you
写作页把	xie~zuo~ye~ba
写作业了吗	xie~zuo~ye~le~ma
写字贴	xie~zi~tie
写一则	xie~yi~ze
写一点	xie~yi~dian
写下韩	xie~xia~han
写物理	xie~wu~li
写什么	xie~shi~yao
写上了	xie~shang~le
写没写	xie~mei~xie
写了好久	xie~le~hao~jiu
写卡片	xie~qia~pian
写好了吗	xie~hao~le~ma
写个	xie~ge
写感悟	xie~gan~wu
写对了	xie~dui~le
写不写	xie~bu~xie
写不完了	xie~bu~wan~le
鞋子的	xie~zi~de
鞋套	xie~tao
鞋面革	xie~mian~ge
鞋垫子	xie~dian~zi
斜阳	xie~yang
协议会	xie~yi~hui
协和式	xie~he~shi
歇歇吧	xie~xie~ba
歇息	xie~xi
歇	xie
些天	xie~tian
些钱	xie~qian
些年	xie~nian
些个	xie~ge
啸	xiao
效率手册	xiao~lv~shou~ce
效果不错	xiao~guo~bu~cuo
笑着	xiao~zhao
笑死我连	xiao~si~wo~lian
笑死你	xiao~si~ni
笑失眠	xiao~shi~mian
笑呢	xiao~ni
笑科	xiao~ke
笑呵呵	xiao~he~he
笑晗	xiao~han
笑粑粑	xiao~ba~ba
校牌	xiao~pai
校墓处	xiao~mu~chu
孝孙	xiao~sun
孝感市	xiao~gan~shi
晓萌	xiao~meng
晓蓝	xiao~lan
晓达	xiao~da
小庄组	xiao~zhuang~zu
小助手	xiao~zhu~shou
小猪的	xiao~zhu~de
小侄子	xiao~zhi~zi
小镇	xiao~zhen
小寨	xiao~zhai
小崽子	xiao~zai~zi
小岳跃	xiao~yue~yue
小雨姐	xiao~yu~jie
小优优	xiao~you~you
小樱桃	xiao~ying~tao
小英子	xiao~ying~zi
小衣服	xiao~yi~fu
小一号	xiao~yi~hao
小研研	xiao~yan~yan
小熊款	xiao~xiong~kuan
小心点啊	xiao~xin~dian~a
小蝎纸	xiao~he~zhi
小仙女呢	xiao~xian~nv~ni
小伟八	xiao~wei~ba
小王	xiao~wang
小万	xiao~wan
小玩伴	xiao~wan~ban
小兔妮妮	xiao~tu~ni~ni
小婷姐	xiao~ting~jie
小调皮	xiao~diao~pi
小天	xiao~tian
小提琴	xiao~ti~qin
小说集	xiao~shuo~ji
小树林	xiao~shu~lin
小时偶	xiao~shi~ou
小时吗	xiao~shi~ma
小生气	xiao~sheng~qi
小生活	xiao~sheng~huo
小神龙	xiao~shen~long
小申	xiao~shen
小山包	xiao~shan~bao
小骚秀	xiao~sao~xiu
小肉肉	xiao~rou~rou
小孃	xiao~niang
小情敌	xiao~qing~di
小青年	xiao~qing~nian
小破孩	xiao~po~hai
小破	xiao~po
小票	xiao~piao
小屁孩	xiao~pi~hai
小皮筋	xiao~pi~jin
小佩	xiao~pei
小跑	xiao~pao
小藕	xiao~ou
小女人	xiao~nv~ren
小脑壳	xiao~nao~ke
小男神	xiao~nan~shen
小木	xiao~mu
小莫斯科	xiao~mo~si~ke
小绵羊	xiao~mian~yang
小猫咪	xiao~mao~mi
小猫	xiao~mao
小馒头	xiao~man~tou
小麻花	xiao~ma~hua
小萝莉	xiao~luo~li
小娄	xiao~lou
小笼包	xiao~long~bao
小铃铛	xiao~ling~dang
小廖	xiao~liao
小料	xiao~liao
小蓝	xiao~lan
小凯哥哥	xiao~kai~ge~ge
小开	xiao~kai
小剧场运动	xiao~ju~chang~yun~dong
小酒	xiao~jiu
小金鱼	xiao~jin~yu
小轿车	xiao~jiao~che
小脚裤	xiao~jiao~ku
小骄傲	xiao~jiao~ao
小将	xiao~jiang
小江同志	xiao~jiang~tong~zhi
小见	xiao~jian
小家伙	xiao~jia~huo
小鸡鸡	xiao~ji~ji
小伙伴们	xiao~huo~ban~men
小混混	xiao~hun~hun
小红车	xiao~hong~che
小河村	xiao~he~cun
小号带	xiao~hao~dai
小鬼妹	xiao~gui~mei
小公主吧	xiao~gong~zhu~ba
小公共	xiao~gong~gong
小哥哥了	xiao~ge~ge~le
小枫	xiao~feng
小分子	xiao~fen~zi
小飞侠	xiao~fei~xia
小短腿	xiao~duan~tui
小肚子	xiao~du~zi
小达人	xiao~da~ren
小初夏	xiao~chu~xia
小吃餐饮店	xiao~chi~can~yin~dian
小吃餐饮	xiao~chi~can~yin
小吵	xiao~chao
小抄	xiao~chao
小差	xiao~cha
小茶壶	xiao~cha~hu
小叉	xiao~cha
小餐厅	xiao~can~ting
小彩灯	xiao~cai~deng
小波	xiao~bo
小表哥	xiao~biao~ge
小标	xiao~biao
小逼	xiao~bi
小伴龙	xiao~ban~long
小板鞋	xiao~ban~xie
小白熊	xiao~bai~xiong
小白脸	xiao~bai~lian
销售员	xiao~shou~yuan
硝酸银	xiao~suan~yin
萧山	xiao~shan
消消气	xiao~xiao~qi
消息报	xiao~xi~bao
消化消化	xiao~hua~xiao~hua
逍遥派	xiao~yao~pai
像一只	xiang~yi~zhi
像一个	xiang~yi~ge
像逃似的	xiang~tao~si~de
像他	xiang~ta
像吗	xiang~ma
像画的	xiang~hua~de
象征	xiang~zheng
象牙塔	xiang~ya~ta
象牙	xiang~ya
象拔棒	xiang~ba~bang
项链坠	xiang~lian~zhui
向这边走来	xiang~zhe~bian~zou~lai
向天	xiang~tian
向他	xiang~ta
想做	xiang~zuo
想走	xiang~zou
想找人	xiang~zhao~ren
想用	xiang~yong
想要吗	xiang~yao~ma
想要就私信	xiang~yao~jiu~si~xin
想要个	xiang~yao~ge
想想昨天	xiang~xiang~zuo~tian
想我吗	xiang~wo~ma
想我了吗	xiang~wo~le~ma
想我来踩我	xiang~wo~lai~cai~wo
想我的	xiang~wo~de
想问一	xiang~wen~yi
想玩	xiang~wan
想听音月	xiang~ting~yin~yue
想听课	xiang~ting~ke
想死我啦	xiang~si~wo~la
想死了	xiang~si~le
想死啊	xiang~si~a
想说说	xiang~shuo~shuo
想什么	xiang~shi~yao
想让我	xiang~rang~wo
想让	xiang~rang
想去玩	xiang~qu~wan
想清楚	xiang~qing~chu
想你张哥	xiang~ni~zhang~ge
想你们	xiang~ni~men
想骂我	xiang~ma~wo
想了结	xiang~le~jie
想就	xiang~jiu
想进	xiang~jin
想活吗	xiang~huo~ma
想换个班	xiang~huan~ge~ban
想喊	xiang~han
想逛	xiang~guang
想跟我分	xiang~gen~wo~fen
想多利	xiang~duo~li
想的是	xiang~de~shi
想得到	xiang~de~dao
想到了	xiang~dao~le
想出来	xiang~chu~lai
想不起来	xiang~bu~qi~lai
想不开	xiang~bu~kai
享悦说	xiang~yue~shuo
详谈	xiang~tan
襄州	xiang~zhou
箱子有	xiang~zi~you
箱包厂	xiang~bao~chang
香芋色	xiang~yu~se
香榭	xiang~xie
香味	xiang~wei
香桃	xiang~tao
香水瓶	xiang~shui~ping
香飘飘	xiang~piao~piao
香喷喷	xiang~pen~pen
香奈	xiang~nai
香炉	xiang~lu
香蕉苹果	xiang~jiao~ping~guo
香蕉林	xiang~jiao~lin
香火	xiang~huo
香椿	xiang~chun
香巛	xiang~chuan
香槟郡	xiang~bin~jun
相中	xiang~zhong
相愿	xiang~yuan
相依	xiang~yi
相信自己	xiang~xin~zi~ji
相帅	xiang~shuai
相求	xiang~qiu
相关的	xiang~guan~de
相符度	xiang~fu~du
相仿	xiang~fang
相对论	xiang~dui~lun
相不中	xiang~bu~zhong
相伴	xiang~ban
乡村级	xiang~cun~ji
腺体	xian~ti
献血	xian~xie
献策	xian~ce
羡慕妒忌恨	xian~mu~du~ji~hen
羡	xian
馅儿	xian~er
线号机	xian~hao~ji
限免	xian~mian
限额饿	xian~e~e
现住址	xian~zhu~zhi
现在写完	xian~zai~xie~wan
现在想宅	xian~zai~xiang~zhai
现在说这	xian~zai~shuo~zhe
现怕	xian~pa
现货	xian~huo
现代人	xian~dai~ren
现代化	xian~dai~hua
县委会	xian~wei~hui
显示什么无	xian~shi~shi~yao~wu
显灵	xian~ling
显老	xian~lao
嫌这样	xian~zhe~yang
嫌远	xian~yuan
嫌我	xian~wo
嫌弃沃克	xian~qi~wo~ke
嫌弃我了	xian~qi~wo~le
嫌弃你	xian~qi~ni
舷外机	xian~wai~ji
